property_name,reviewer,date,stars,heading,review
Sapphire Blue,Guest User,07/08/2020,4,Sapphire Blue.,"Sapphire Blue offers 3 BHK Apartment in Rajarhat Kolkata. All facilities like school, hospital, bank, market, ATM all are nearby. The project offers 24 x 7 security, 24 hours water supply, club house, power backup and maintenance staff etc."
Sapphire Blue,ARUNABHA,12/03/2017,5,Rajarhat.,?
SP Shukhobristhi,Guest User,22/05/2021,4,Nice project.,This is a fantastic place full of peace. Little outside from town. Every necessary item is placed outside the society. The best part is the maintenance and view from the top. Amenities are luxurious.
SP Shukhobristhi,Guest User,19/08/2020,4,Good Project.,"SP Shukhobrishti Apartments situated in action area 3 an abode of magnificent apartments in Kolkata. It comes with all modern features required for a contemporary lifestyle. These residential apartments in Kolkata. SP Shukhobrishti include Badminton Court, Rain Water Harvesting, Indoor Games, Interc... Read More"
SP Shukhobristhi,Guest User,22/05/2021,4,Nice project.,This is a fantastic place full of peace. Little outside from town. Every necessary item is placed outside the society. The best part is the maintenance and view from the top. Amenities are luxurious.
SP Shukhobristhi,Guest User,19/08/2020,4,Good Project.,"SP Shukhobrishti Apartments situated in action area 3 an abode of magnificent apartments in Kolkata. It comes with all modern features required for a contemporary lifestyle. These residential apartments in Kolkata. SP Shukhobrishti include Badminton Court, Rain Water Harvesting, Indoor Games, Interc... Read More"
SP Shukhobristhi,Guest User,12/07/2020,4,Good project very nice location  Kolkata,"SP Shukhobrishti Apartments situated in Action area 3 , an abode of magnificent Apartments in Kolkata with all modern features required for a contemporary lifestyle. These Residential Apartments in Kolkata flaunts a resort like environment. SP Shukhobrishti offers 1 BHK, 2 BHK and 3 BHK luxurious Ap... Read More"
SP Shukhobristhi,debashis,13/11/2015,4,Action Area-3.,?
Shivalaya Apartment,Guest User,05/12/2020,4,Excellent place to stay in Rajarhat,It is very safe place because of its security and cctv servillance parkings r specious but u ve to purchase if u want to take flats on rentals then commitee will help u to find place for parking at some cost promoter is very helpful to residents and time to time organise parties for gathering overal... Read More
Shivalaya Apartment,Guest User,05/12/2020,4,Comfort living in Rajarhat,The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living  The Apartment are of the following configurations 2BHK and 3BHK best project Good security Best lift
Shivalaya Apartment,Guest User,05/12/2020,4,Excellent place to stay in Rajarhat,It is very safe place because of its security and cctv servillance parkings r specious but u ve to purchase if u want to take flats on rentals then commitee will help u to find place for parking at some cost promoter is very helpful to residents and time to time organise parties for gathering overal... Read More
Shivalaya Apartment,Guest User,05/12/2020,4,Comfort living in Rajarhat,The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living  The Apartment are of the following configurations 2BHK and 3BHK best project Good security Best lift
Shivalaya Apartment,rohit khattry,10/09/2018,5,Rajarhat.,?
Rajat Avante,Guest User,13/11/2020,5,Nice project.,"A very good residential project for living. The project is located in a prime location. The project has all class amenities like a swimming pool, power backup, lift, and more."
Rajat Avante,Guest User,13/11/2020,5,Nice project.,"A very good residential project for living. The project is located in a prime location. The project has all class amenities like a swimming pool, power backup, lift, and more."
Rajat Avante,Sharad,15/03/2012,0,Review Of Joka,?
BCT Sonar Sansar,Guest User,13/08/2020,4,BCT Sonar Sansar.,"BCT Sonar Sansar in Sonarpur, Kolkata South by BCT Infrastructure LLP and Purti Realty is a residential project. The Apartment and studio apartment are of the following configurations 1 BHK, 2 BHK, 3 BHK and 4 BHK. All modern amenities are available in BCT Sonar Sansar. Also good connectivity to Son... Read More"
BCT Sonar Sansar,Guest User,12/07/2020,3,BCT Sonar Sansar_Sonarpur,"BCT Sonar Sansar in Sonarpur, Kolkata South by BCT Infrastructure LLP and Purti Realty is a residential project.The Apartment and Studio Apartment are of the following configurations: 1BHK, 2BHK, 3BHK and 4BHK. All modern amenities are available in BCT Sonar Sansar. Also good connectivity to Sonarpu... Read More"
BCT Sonar Sansar,Guest User,13/08/2020,4,BCT Sonar Sansar.,"BCT Sonar Sansar in Sonarpur, Kolkata South by BCT Infrastructure LLP and Purti Realty is a residential project. The Apartment and studio apartment are of the following configurations 1 BHK, 2 BHK, 3 BHK and 4 BHK. All modern amenities are available in BCT Sonar Sansar. Also good connectivity to Son... Read More"
BCT Sonar Sansar,Guest User,12/07/2020,3,BCT Sonar Sansar_Sonarpur,"BCT Sonar Sansar in Sonarpur, Kolkata South by BCT Infrastructure LLP and Purti Realty is a residential project.The Apartment and Studio Apartment are of the following configurations: 1BHK, 2BHK, 3BHK and 4BHK. All modern amenities are available in BCT Sonar Sansar. Also good connectivity to Sonarpu... Read More"
BCT Sonar Sansar,Rajiv ,22/01/2016,5,Sonarpur.,?
Meena Residency,Guest User,20/08/2020,0,Good society,"Meena Residency is a very well designed Residential project located in Teghoria Kolkata, Developed By GM Group. This project is well connected through all the common Transport."
Meena Residency,Guest User,16/08/2020,4,Good Project.,Green Residency is a residential project.  Which is developed by lohuruka group. This project located in Kaukhali Kolkata. This apartment offers comfort living and contemporary architecture.
Meena Residency,Guest User,20/08/2020,0,Good society,"Meena Residency is a very well designed Residential project located in Teghoria Kolkata, Developed By GM Group. This project is well connected through all the common Transport."
Meena Residency,Guest User,16/08/2020,4,Good Project.,Green Residency is a residential project.  Which is developed by lohuruka group. This project located in Kaukhali Kolkata. This apartment offers comfort living and contemporary architecture.
Meena Residency,Biduth ,24/05/2014,3,Teghoria.,?
Windsor Palace,,02/05/2020,4,prime location,?
Joyville Howrah,Abhishek,17/02/2013,0,Review Of Howrah,?
Wood Winds,Ajoy,08/09/2018,5,New Town.,?
Gurukul Heights,Priyanka ,04/06/2014,4,New Town.,?
Pratham,Guest User,23/08/2020,5,Pratham.,"A luxurious and very well designed gated community with all facilities and modern amenities, superb connectivity with all transport."
Pratham,Guest User,23/08/2020,5,Pratham.,"A luxurious and very well designed gated community with all facilities and modern amenities, superb connectivity with all transport."
Pratham,Naveen ,03/10/2016,5,BT Road.,?
Urban Lakes Phase I,Mukesh,14/09/2016,5,Konnagar.,?
DTC Southern Heights,Guest User,20/08/2020,5,DTC Southern Heights.,"DTC Southern Heights in Joka, Kolkata South by DTC Group is a residential project. The DTC Southern Heights offers 2 BHK and 3 BHK luxurious Apartments in Joka.DTC Southern Heights offers facilities such as Gymnasium and Lift. It also has amenities like Badminton court, Basketball court, Golf course... Read More"
DTC Southern Heights,Guest User,20/08/2020,5,DTC Southern Heights.,"DTC Southern Heights in Joka, Kolkata South by DTC Group is a residential project. The DTC Southern Heights offers 2 BHK and 3 BHK luxurious Apartments in Joka.DTC Southern Heights offers facilities such as Gymnasium and Lift. It also has amenities like Badminton court, Basketball court, Golf course... Read More"
DTC Southern Heights,Manoj,08/03/2016,5,Joka,?
PS Alankar,Guest User,16/08/2020,3,PS Alankar,"PS Alankar is one of the residential developments of PS Group, located in Tollygunge Kolkata. The project offers 2 BHK and 3 BHK apartments.Alankar has an easy access to Tollygunge Metro Station and all other places."
PS Alankar,Guest User,16/08/2020,3,PS Alankar,"PS Alankar is one of the residential developments of PS Group, located in Tollygunge Kolkata. The project offers 2 BHK and 3 BHK apartments.Alankar has an easy access to Tollygunge Metro Station and all other places."
PS Alankar,Sultan ,17/01/2015,4,Tollygunge.,?
Kendriya Vihar Phase 2,Guest User,06/08/2020,4,Kendriya Vihar Phase 2.,"Kendriya Vihar Phase 2 is very nice project. It is located in the northern part of Kolkata. This project offers well designed 1 BHK, 2 BHK, 3 BHK and 4 BHK flats with comfort living."
Kendriya Vihar Phase 2,Guest User,06/08/2020,4,Kendriya Vihar Phase 2.,"Kendriya Vihar Phase 2 is very nice project. It is located in the northern part of Kolkata. This project offers well designed 1 BHK, 2 BHK, 3 BHK and 4 BHK flats with comfort living."
Kendriya Vihar Phase 2,Kalyan Saha,16/09/2017,5,Belgharia Expressway.,?
Sunrise Symphony,Guest User,01/12/2020,5,Nice project.,A very good residential project for comfortable living. A very well equipped project. All basic civic amenities available very nearby from here.
Sunrise Symphony,Guest User,21/08/2020,4,Sunrise Symphony,"Sunrise Symphony by Sureka Group is a very popular residential project in Rajarhat Kolkata. Sunrise Symphony offers 3 BHK and 4 BHK luxurious Apartments in very cheap rate. The amenities in this project are Landscaped Garden, Indoor Games, Swimming Pool, Gymnasium, Play Area, Intercom, Club House, B... Read More"
Sunrise Symphony,Guest User,01/12/2020,5,Nice project.,A very good residential project for comfortable living. A very well equipped project. All basic civic amenities available very nearby from here.
Sunrise Symphony,Guest User,21/08/2020,4,Sunrise Symphony,"Sunrise Symphony by Sureka Group is a very popular residential project in Rajarhat Kolkata. Sunrise Symphony offers 3 BHK and 4 BHK luxurious Apartments in very cheap rate. The amenities in this project are Landscaped Garden, Indoor Games, Swimming Pool, Gymnasium, Play Area, Intercom, Club House, B... Read More"
Sunrise Symphony,Sahil,12/07/2020,5,Sunrise Symphony_Rajarhat,"Sunrise Symphony by Sureka Group is a very popular residential project in Rajarhat Kolkata. Sunrise Symphony offers 3 BHK and 4 BHK luxurious Apartments in very cheap rate. The amenities in this project are Landscaped Garden, Indoor Games, Swimming Pool, Gymnasium, Play Area, Intercom, Club House, B... Read More"
Sunrise Symphony,Krishna Venkateshwar ,25/01/2016,4,Rajarhat.,?
Godrej Prakriti,Guest User,22/05/2021,5,Good project.,It is a very nice and clean society. It is a peaceful area with all amenities.
Godrej Prakriti,Guest User,21/05/2021,4,Nice project.,"This is a very beautiful and nice project to live. Groceries shops, daily needs at walking distance. Swimming pool, play ground for kids, table tennis and many more facilities available. Security, water supply, cleaning, and maintenance are proper. It is the best project to live."
Godrej Prakriti,Guest User,22/05/2021,5,Good project.,It is a very nice and clean society. It is a peaceful area with all amenities.
Godrej Prakriti,Guest User,21/05/2021,4,Nice project.,"This is a very beautiful and nice project to live. Groceries shops, daily needs at walking distance. Swimming pool, play ground for kids, table tennis and many more facilities available. Security, water supply, cleaning, and maintenance are proper. It is the best project to live."
Godrej Prakriti,Guest User,19/12/2020,4,Good project,"every time the building was leaked bathroom and kitchen sync is leaked no facilities they committed, arrogant behavior, careless nature, and very delayed to respond."
Godrej Prakriti,Subhayan,10/03/2013,0,Review Of B.T.Road,?
Club Town Estates,Guest User,17/08/2020,2,Good Project.,"Club Town Estates is in Daga Colony, situated in Dumdum, Kolkata North. It is residential project. It has also full of modern amenities like, Swimming pool, Community hall, Gymnasium. It is a ready to move project."
Club Town Estates,Guest User,17/08/2020,2,Good Project.,"Club Town Estates is in Daga Colony, situated in Dumdum, Kolkata North. It is residential project. It has also full of modern amenities like, Swimming pool, Community hall, Gymnasium. It is a ready to move project."
Club Town Estates,Sujit ,10/03/2013,0,Review Of Dum Dum,?
Saltee Spacio,Guest User,17/08/2020,3,Good Project.,"Saltee Spacio by Saltee group is one of the popular residential project in Jessore Road, Kolkata. It has lavish yet thoughtfully designed 6 towers and 188 residences."
Saltee Spacio,Guest User,17/08/2020,3,Good Project.,"Saltee Spacio by Saltee group is one of the popular residential project in Jessore Road, Kolkata. It has lavish yet thoughtfully designed 6 towers and 188 residences."
Saltee Spacio,Deeksha,22/12/2012,0,Review Of Jessore Road,?
Kolkata West International City,Manab,11/12/2012,0,Review Of Howrah,?
Sunny Dew 2,Suvagata,22/08/2020,5,Sunny Dew 2,Sunny Dew is a Multistorey Apartment  With all modern amenities like Jogging track Gymnasium  Tennis Court  Kids Play Area  Swimming Pool etc Security available in each tower and CCTV available on the project.
Sunny Dew 2,Suvagata,22/08/2020,5,Sunny Dew 2,Sunny Dew is a Multistorey Apartment  With all modern amenities like Jogging track Gymnasium  Tennis Court  Kids Play Area  Swimming Pool etc Security available in each tower and CCTV available on the project.
Sunny Dew 2,Sangita ,24/06/2014,5,Garia.,?
Rajwada Springfield,Guest User,23/08/2020,4,Well Maintained Society with Garden and Shop,"Rajwada Springfield is an exclusive apartment complex would provide you a home, and not just a house. We at Rajwada believe in not just constructing brick and cement structures but examples of architectural brilliance and aesthetic wonder. Strategically located on Kamalgazi crossing and just over a ... Read More"
Rajwada Springfield,Guest User,12/07/2020,4,Rajwada Springfield_Narendrapur,"Rajwada Springfield is an exclusive apartment complex would provide you a home, and not just a house. We at Rajwada believe in not just constructing brick and cement structures but examples of architectural brilliance and aesthetic wonder. Strategically located on Kamalgazi crossing and just over a ... Read More"
Rajwada Springfield,Guest User,23/08/2020,4,Well Maintained Society with Garden and Shop,"Rajwada Springfield is an exclusive apartment complex would provide you a home, and not just a house. We at Rajwada believe in not just constructing brick and cement structures but examples of architectural brilliance and aesthetic wonder. Strategically located on Kamalgazi crossing and just over a ... Read More"
Rajwada Springfield,Guest User,12/07/2020,4,Rajwada Springfield_Narendrapur,"Rajwada Springfield is an exclusive apartment complex would provide you a home, and not just a house. We at Rajwada believe in not just constructing brick and cement structures but examples of architectural brilliance and aesthetic wonder. Strategically located on Kamalgazi crossing and just over a ... Read More"
Rajwada Springfield,Guest User,12/07/2020,5,Rajwada Springfield_Narendrapu,"Rajwada Springfield is an exclusive apartment complex would provide you a home, and not just a house. We at Rajwada believe in not just constructing brick and cement structures but examples of architectural brilliance and aesthetic wonder. Strategically located on Kamalgazi crossing and just over a ... Read More"
Rajwada Springfield,Subhashis,29/04/2014,4,Narendra Pur.,?
Unitech Gateway,Guest User,19/08/2020,4,Good Environment.,"Unitech The Gateway is located in Howrah, Kolkata. It is another project of Unitech Limited. Unitech The Gateway price ranges from 42.00 Lacs to 1.10 Cr. All amenities like Swimming pool, Badminton court, Lawn tennis court, Gymnasium, Power backup are available in this project. It is a ready to move... Read More"
Unitech Gateway,Guest User,19/08/2020,4,Good Environment.,"Unitech The Gateway is located in Howrah, Kolkata. It is another project of Unitech Limited. Unitech The Gateway price ranges from 42.00 Lacs to 1.10 Cr. All amenities like Swimming pool, Badminton court, Lawn tennis court, Gymnasium, Power backup are available in this project. It is a ready to move... Read More"
Unitech Gateway,Bedi,06/02/2013,0,Review Of Howrah,?
Disha Apartment,Kuntalika,26/03/2013,0,Review Of Dum Dum,?
Magnolia Prestige,Guest User,23/08/2020,4,Good Facilities.,"The Magnolia prestige is a new project in Rajarhat, Kolkata. The apartments are available in 2BHK and 3BHK. The flooring of the apartments is done with vitrified tiles. Other facilities provided are a gymnasium, children's playground, a swimming pool etc. The project is situated in a great location ... Read More"
Magnolia Prestige,Guest User,23/08/2020,4,Good Facilities.,"The Magnolia prestige is a new project in Rajarhat, Kolkata. The apartments are available in 2BHK and 3BHK. The flooring of the apartments is done with vitrified tiles. Other facilities provided are a gymnasium, children's playground, a swimming pool etc. The project is situated in a great location ... Read More"
Magnolia Prestige,Priyanka,02/12/2014,5,Rajarhat.,?
Anahita,Guest User,20/08/2020,4,Good project,"Bengal Anahita in New Town, Kolkata by Bengal Peerless Builders is a residential project. Among the many luxurious amenities that the project hosts are, 24X 7 Security System, Indoor Games, Children s play area, swimming pool, visitors parking, community Hall, RO system, indoor game, clubhouse, lift... Read More"
Anahita,Guest User,20/08/2020,4,Good project,"Bengal Anahita in New Town, Kolkata by Bengal Peerless Builders is a residential project. Among the many luxurious amenities that the project hosts are, 24X 7 Security System, Indoor Games, Children s play area, swimming pool, visitors parking, community Hall, RO system, indoor game, clubhouse, lift... Read More"
Anahita,Rahul,11/08/2017,5,New Town.,?
Panchsheel Vatika,Guest User,16/08/2020,5,Panchsheel Vatika,"Panchsheel Vatika situated in Birati, Kolkata North by M. K. Group is a residential project. Panchsheel Vatika price ranges from 50.00 Lacs to 80.00 Lacs. All amenities like Swimming pool and Badminton court, Gymnasium, community hall, Indore games are available in this project. The project is Vastu... Read More"
Panchsheel Vatika,Guest User,16/08/2020,5,Panchsheel Vatika,"Panchsheel Vatika situated in Birati, Kolkata North by M. K. Group is a residential project. Panchsheel Vatika price ranges from 50.00 Lacs to 80.00 Lacs. All amenities like Swimming pool and Badminton court, Gymnasium, community hall, Indore games are available in this project. The project is Vastu... Read More"
Panchsheel Vatika,Dipankar,07/04/2014,5,Birati.,?
Unique Residency,Guest User,10/12/2020,5,Good Project.,"A very popular commercial project. The project has facilities like power backup, lift, reserved parking and more. All civic amenities available nearby from here."
Unique Residency,Guest User,10/12/2020,5,Good Project.,A very well designed residential project with all the amenities. It is one of the most prestigious places for living. This is a luxurious & affordable project within reach of all.
Unique Residency,Guest User,10/12/2020,5,Good Project.,"A very popular commercial project. The project has facilities like power backup, lift, reserved parking and more. All civic amenities available nearby from here."
Unique Residency,Guest User,10/12/2020,5,Good Project.,A very well designed residential project with all the amenities. It is one of the most prestigious places for living. This is a luxurious & affordable project within reach of all.
Unique Residency,Guest User,21/08/2020,3,Unique Residency,"Ideal Unique Residency in Khanna, Kolkata North by Ideal Group and Unique Group is a residential project.Ideal Unique Residency offers 3 BHK and 4 BHK luxurious Apartments in Kolkata. The master plan of Ideal Unique Residency comprises of unique design that affirms a world class lifestyle and a pres... Read More"
Unique Residency,partha das,21/04/2020,4,Hatibagan.,?
Atri Green Valley,Guest User,21/08/2020,3,Atri Green Valley,"Atri Green Valley in E M Bypass Extension, Kolkata South by Atri Group Builders is a residential project. All modern amenities like Badminton court, Jogging track, Lawn tennis court and Swimming pool are available in Atri Green Valley. Also very good connectivity to EM Bypass and 10 minutes to Shahi... Read More"
Atri Green Valley,Guest User,21/08/2020,3,Atri Green Valley,"Atri Green Valley in E M Bypass Extension, Kolkata South by Atri Group Builders is a residential project. All modern amenities like Badminton court, Jogging track, Lawn tennis court and Swimming pool are available in Atri Green Valley. Also very good connectivity to EM Bypass and 10 minutes to Shahi... Read More"
Atri Green Valley,Abhijit,04/06/2012,0,Review Of Narendra Pur,?
Rajarhat Junction,Guest User,13/11/2020,5,Nice project.,It is a luxurious project for living. It offers residential villa plots. The project is well maintained and well equipped with all the amenities to meet the basic needs of the residents.
Rajarhat Junction,Guest User,13/11/2020,5,Nice project.,It is a luxurious project for living. It offers residential villa plots. The project is well maintained and well equipped with all the amenities to meet the basic needs of the residents.
Rajarhat Junction,Aditya N ,05/10/2015,4,Rajarhat.,?
Vedic Duplex Natura,Bhuvnesh ,26/02/2015,5,Rajarhat.,?
RDB Regent Sonarpur Phase I,Uttam Nath,?,0,Sonarpur.,?
Magnolia Grand,Guest User,08/08/2020,5,Magnolia Grand.,Magnolia Grand is a residential complex by the Magnolia Infrastructure Development Ltd. in Rajarhat. This is a ready to move project with all basic amenities and facilities. Magnolia Grand has a total of 8 towers. The construction is of 4 floors. An accommodation of 130 units has been provided. Bank... Read More
Magnolia Grand,Guest User,12/07/2020,4,Magnolia Grand_Rajarhat,Magnolia Grand is a residential complex by the Magnolia Infrastructure Development Ltd. in Rajarhat. This is a ready to move project with all basic amenities 
Magnolia Grand,Guest User,08/08/2020,5,Magnolia Grand.,Magnolia Grand is a residential complex by the Magnolia Infrastructure Development Ltd. in Rajarhat. This is a ready to move project with all basic amenities and facilities. Magnolia Grand has a total of 8 towers. The construction is of 4 floors. An accommodation of 130 units has been provided. Bank... Read More
Magnolia Grand,Guest User,12/07/2020,4,Magnolia Grand_Rajarhat,Magnolia Grand is a residential complex by the Magnolia Infrastructure Development Ltd. in Rajarhat. This is a ready to move project with all basic amenities 
Magnolia Grand,Himadri Biswas,21/05/2019,5,Excellent locality the upcoming new town of Bengal with all modern facilities. ,?
Elixir,Guest User,07/08/2020,4,Good project.,Elixir is a residential project in park circus Kolkata. This project is Ground+18. All apartment here at Elixir are liberally constructed with intelligent space management through meticulous design.
Elixir,Guest User,12/07/2020,4,Elixir,Ps Elixir is a residential project in park circus kolkata.this project is G 18 . all apartment here at Elixir are liberally constructed with intelligent space management through meticulous design.
Elixir,Guest User,07/08/2020,4,Good project.,Elixir is a residential project in park circus Kolkata. This project is Ground+18. All apartment here at Elixir are liberally constructed with intelligent space management through meticulous design.
Elixir,Guest User,12/07/2020,4,Elixir,Ps Elixir is a residential project in park circus kolkata.this project is G 18 . all apartment here at Elixir are liberally constructed with intelligent space management through meticulous design.
Elixir,Hassan,29/09/2012,0,Review Of Park Circus,?
Mani Vista,Joydeep,20/05/2013,5,Excellent locality and exceptional living.,?
Magnolia Srijana,Bipul,12/01/2015,3,Barasat.,?
Ideal Enclave,Guest User,14/08/2020,3,Very Nice Project.,"Ideal enclave in Rajarhat, Bablatala by Ideal Group Builders. It is a residential project.The project is well equipped with all the basic amenities to facilitate the needs of the residents.Project facilities are like, Fountain, Visitors Parking, Swimming pool, Amphitheater, Community hal... Read More"
Ideal Enclave,Danish,11/11/2014,0,Ideal Enclave.,"The worst developer ""Mr. Trustable Ideal Group"" who is not capable to fulfill the commitments. It has been more than 4 years I have done my booking in Ideal Enclave 2 in 2011 and after giving me a tentative date of possession in August 2013 since a year ""Mr. Trustable IDEAL Group"" keeps on postp... Read More"
Ideal Enclave,Guest User,14/08/2020,3,Very Nice Project.,"Ideal enclave in Rajarhat, Bablatala by Ideal Group Builders. It is a residential project.The project is well equipped with all the basic amenities to facilitate the needs of the residents.Project facilities are like, Fountain, Visitors Parking, Swimming pool, Amphitheater, Community hal... Read More"
Ideal Enclave,Danish,11/11/2014,0,Ideal Enclave.,"The worst developer ""Mr. Trustable Ideal Group"" who is not capable to fulfill the commitments. It has been more than 4 years I have done my booking in Ideal Enclave 2 in 2011 and after giving me a tentative date of possession in August 2013 since a year ""Mr. Trustable IDEAL Group"" keeps on postp... Read More"
Ideal Enclave,Suchismita,06/08/2016,5,Rajarhat.,?
Dream Exotica,Suvagata,20/08/2020,5,Dream Exotica.,"Dream Exotica with 170 premium residential property units is a lavish residential apartment in Madhyamgram Kolkata. The apartment complex has been exquisitely developed to invite residents into a world of luxury and exotic living with full of modern amenities like a swimming pool, gymnasium, banquet... Read More"
Dream Exotica,Suvagata,20/08/2020,5,Dream Exotica.,"Dream Exotica with 170 premium residential property units is a lavish residential apartment in Madhyamgram Kolkata. The apartment complex has been exquisitely developed to invite residents into a world of luxury and exotic living with full of modern amenities like a swimming pool, gymnasium, banquet... Read More"
Dream Exotica,Niraj Kumar ,10/09/2014,5,Madhyam Gram.,?
Hiland Greens,GHOSH,03/06/2014,3,Maheshtala.,?
Southwinds,Guest User,16/08/2020,5,Southwinds,"Southwinds situated in Rajpur, Southern Bypass is a 2-3 BHK fully integrated residential complex by Primarc as the lead developer in association with Srijan & Riya as co-developers. The project houses Zing- a 30,000 sqft, plush, residential club with state-of-the-art dining, recreational & wellness ... Read More"
Southwinds,Guest User,16/08/2020,5,Southwinds,"Southwinds situated in Rajpur, Southern Bypass is a 2-3 BHK fully integrated residential complex by Primarc as the lead developer in association with Srijan & Riya as co-developers. The project houses Zing- a 30,000 sqft, plush, residential club with state-of-the-art dining, recreational & wellness ... Read More"
Southwinds,dpsrealtygroup,21/05/2013,3,Excellent location for investment.,?
Sunflower Garden,Sunil,20/04/2013,0,Review Of Topsia,?
Dream Park,K Ananda ,24/04/2014,4,Garia.,?
Singhi Regency,Tapan,13/09/2013,5,Exciting location.,?
Krishna Heights 3,Uttam,24/12/2011,0,Review Of Keshto Pur,?
Regent Rupbani,Arjun Jaiswal,11/01/2018,5,Hati Bagan,?
Hiland Park,Nikunj,28/11/2013,4,E M Bypass.,?
Peerless Nagar,Guest User,20/08/2020,4,Peerless Nagar,"We are the proud owners of this 2 bhk apartment available in peerless nagar apartment, sodepur, kolkata north. This unfurnished apartment is a 10 year old, priced approximately at rs. 2769 per sq. Ft. Or rs. 18 lakhs. It is a resale and a ready to move in apartment. The unit is located on the 4th fl... Read More"
Peerless Nagar,Guest User,12/07/2020,5,Peerless Nagar,"We are the proud owners of this 2 bhk apartment available in peerless nagar apartment, sodepur, kolkata north. This unfurnished apartment is a 10 year old, priced approximately at rs. 2769 per sq. Ft. Or rs. 18 lakhs. It is a resale and a ready to move in apartment. The unit is located on the 4th fl... Read More"
Peerless Nagar,Guest User,20/08/2020,4,Peerless Nagar,"We are the proud owners of this 2 bhk apartment available in peerless nagar apartment, sodepur, kolkata north. This unfurnished apartment is a 10 year old, priced approximately at rs. 2769 per sq. Ft. Or rs. 18 lakhs. It is a resale and a ready to move in apartment. The unit is located on the 4th fl... Read More"
Peerless Nagar,Guest User,12/07/2020,5,Peerless Nagar,"We are the proud owners of this 2 bhk apartment available in peerless nagar apartment, sodepur, kolkata north. This unfurnished apartment is a 10 year old, priced approximately at rs. 2769 per sq. Ft. Or rs. 18 lakhs. It is a resale and a ready to move in apartment. The unit is located on the 4th fl... Read More"
Peerless Nagar,Abhijit ,02/04/2016,5,Sodepur.,?
PS Arham,Guest User,18/08/2020,3,PS Arham,"PS Arham is a very good project, which offers you thoughtfully constructed 2 and 3 BHK flats in the land of Kolkata. Offering freehold ownership to the buyers, this project comprises of 60 units located in 3 huge towers. "
PS Arham,Guest User,18/08/2020,3,PS Arham,"PS Arham is a very good project, which offers you thoughtfully constructed 2 and 3 BHK flats in the land of Kolkata. Offering freehold ownership to the buyers, this project comprises of 60 units located in 3 huge towers. "
PS Arham,Bhuvnesh ,26/02/2015,5,Rajarhat.,?
Ideal Lakeview,Guest User,20/08/2020,4,Ideal Lakeview.,"Ideal Lakeview by The Ideal Group located at Topsia , Kolkata. The surroundings provide access to facilities like hospitals, schools, banks, convenience store etc. It offers 2, 3 and 4 BHK residential apartments. Ideal lake view offers gymnasium, swimming pool, childrens play area, club house, commu... Read More"
Ideal Lakeview,Guest User,20/08/2020,4,Ideal Lakeview.,"Ideal Lakeview by The Ideal Group located at Topsia , Kolkata. The surroundings provide access to facilities like hospitals, schools, banks, convenience store etc. It offers 2, 3 and 4 BHK residential apartments. Ideal lake view offers gymnasium, swimming pool, childrens play area, club house, commu... Read More"
Ideal Lakeview,Gopal ,06/06/2013,5,"Highly premium building. Very much suitable for corporate houses, good connectivity t",?
